Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21
24,"1000,1","1009,6","1012,4","1007,4","23,5","8,8","14,7","15,0","19,4","12,1","8,8","12,3",58,79,87,75,,,,
25,"1015,5","1016,2","1019,1","1016,9","16,8","6,3","10,5","4,4","7,7","15,6","11,0","11,3",82,43,62,62,,,,
26,"1021,7","1020,4","1019,6","1020,6","17,6","5,7","11,9","3,0","6,8","17,0","11,3","11,6",76,32,41,50,,,,
27,"1017,6","1015,3","1012,7","1015,2","18,9","4,4","14,5","0,9","6,6","17,0","12,3","12,1",67,34,56,52,,,,
28,"1008,1","1002,9","1000,9","1004,0","23,3","8,1","15,2","3,9","10,6","22,1","15,4","15,9",61,32,53,49,,,,
29,"1002,8","1003,2","1006,9","1004,3","21,5","9,2","12,3","6,0","10,2","20,0","14,2","14,7",77,48,57,61,,,,
30,"1007,9","1005,4","1003,0","1005,4","16,5","6,8","9,7","4,2","7,7","15,7","11,4","11,6",68,56,71,65,,,,
dek1,"1000,1","999,2","999,8","999,7","28,8","17,6","11,1","16,0","18,9","27,5","21,9","22,6",83,48,63,65,,,,
dek2,"1005,5","1004,5","1004,5","1004,8","29,2","17,1","12,2","13,5","18,7","28,5","22,1","22,9",69,37,53,53,,,,
dek3,"1008,3","1008,2","1008,1","1008,2","22,1","10,0","12,0","8,3","12,4","19,9","14,7","15,4",67,44,58,57,,,,
mes,"1004,6","1003,9","1004,2","1004,2","26,7","14,9","11,8","12,6","16,6","25,3","19,6","20,3",73,43,58,58,,,,
1,"19,6","16,4","14,9","17,0",ESE,"2,4",SSE,"4,4",SE,"2,4","3,0",-,0,0,5,"1,7",.,.,.,
2,"19,3","20,3","14,7","18,1",SSW,"0,8",ESE,"2,4",ESE,"2,4","1,9",-,3,0,0,"1,0",.,.,.,
3,"21,1","19,6","17,8","19,5",S,"0,8",E,"4,4",SSE,"0,8","2,0",-,10,9,6,"8,3","0,2",.,.,
4,"17,4","17,8","18,0","17,7",WSW,"0,8",WSW,"2,4",WNW,"0,8","1,4",-,9,8,7,"8,0","1,5",.,.,
5,"17,8","19,6","19,7","19,0",W,"0,8",W,"0,8",W,"0,8","0,8",-,4,6,6,"5,3",.,.,.,
6,"18,6","18,1","15,0","17,2",WSW,"2,4",W,"2,4",C,"0,0","1,6",-,0,6,0,"2,0","3,5",.,.,
7,"15,8","15,2","16,2","15,7",WSW,"0,8",N,"2,4",WNW,"0,8","1,4",-,1,4,5,"3,3",.,.,.,
8,"18,5","17,7","16,8","17,7",WSW,"2,4",W,"2,4",W,"0,8","1,9",-,9,5,1,"5,0","0,6",.,.,
9,"17,4","14,2","14,2","15,3",WSW,"2,4",NW,"2,4",W,"0,8","1,9",-,3,5,0,"2,7","1,6",.,.,
10,"15,3","12,1","14,3","13,9",W,"0,8",NNW,"2,4",W,"0,8","1,4",-,0,3,0,"1,0",.,.,.,
11,"14,6","14,2","13,5","14,1",WSW,"2,4",NNW,"2,4",NE,"0,8","1,9",-,2,7,9,"6,0",.,.,.,
12,"16,8","14,5","14,6","15,3",SW,"0,8",W,"2,4",SE,"0,8","1,4",-,5,1,0,"2,0",.,.,.,
13,"14,3","13,2","15,7","14,4",SE,"4,4",S,"0,8",SSE,"0,8","2,0",-,4,5,0,"3,0",.,.,.,
14,"15,7","15,1","15,8","15,5",ESE,"0,8",NNE,"2,4",SSE,"0,8","1,4",-,3,7,0,"3,3",.,.,.,
15,"16,5","17,2","13,9","15,9",W,"2,4",WNW,"2,4",NNW,"0,8","1,9",-,6,2,0,"2,7",.,.,.,
16,"16,6","12,6","12,5","13,9",W,"0,8",NNW,"2,4",C,"0,0","1,1",-,0,2,0,"0,7",.,.,.,
17,"12,6","14,7","15,0","14,1",C,"0,0",NNE,"2,4",SSE,"0,8","1,1",-,1,1,0,"0,7",.,.,.,
18,"15,4","15,7","15,1","15,4",SE,"2,4",ESE,"2,4",SSE,"2,4","2,4",-,0,3,0,"1,0",.,.,.,
19,"14,8","15,9","13,9","14,9",SE,"2,4",E,"2,4",SE,"2,4","2,4",-,0,3,0,"1,0",.,.,.,
20,"10,3","10,2","11,8","10,8",SE,"0,8",S,"0,8",SE,"2,4","1,4",-,1,4,4,"3,0",.,.,.,
21,"11,8","11,6","11,9","11,8",SE,"4,4",SE,"4,4",SE,"2,4","3,7",-,3,0,0,"1,0",.,.,.,
22,"13,7","13,2","11,2","12,7",S,"0,8",NNW,"2,4",WNW,"2,4","1,9",-,5,4,9,"6,0",.,.,.,
23,"12,6","13,9","15,0","13,8",NNE,"2,4",NNE,"0,8",SE,"2,4","1,9",-,10,3,0,"4,3",.,.,.,
24,"13,1","11,2","9,9","11,4",E,"2,4",WNW,"4,4",W,"2,4","3,0",-,9,9,3,"7,0",.,.,.,
25,"8,6","7,6","8,1","8,1",W,"2,4",NW,"2,4",NNE,"2,4","2,4",-,0,4,0,"1,3","3,8",.,.,
26,"7,5","6,2","5,5","6,4",NNE,"2,4",NNE,"2,4",NNE,"2,4","2,4",-,0,0,0,"0,0",.,.,.,
27,"6,5","6,5","8,0","7,0",SW,"0,8",NE,"0,8",S,"0,8","0,8",-,3,5,0,"2,7",.,.,.,
28,"7,7","8,6","9,3","8,5",S,"0,8",E,"2,4",ENE,"0,8","1,4",-,0,1,0,"0,3",.,.,.,
29,"9,5","11,3","9,2","10,0",WSW,"2,4",N,"2,4",NNW,"2,4","2,4",-,6,6,7,"6,3",.,.,.,
30,"7,2","10,0","9,6","8,9",W,"0,8",SE,"2,4",SE,"2,4","1,9",-,2,8,0,"3,3",.,.,.,
dek1,"18,1","17,1","16,2","17,1","1,5","2,6","1,1","1,6",-,"3,9","4,6","3,0","3,8","7,4",,,,,,
dek2,"14,8","14,3","14,2","14,4","1,7","2,1","1,2","1,6",-,"2,2","3,5","1,3","2,3","0,0",,,,,,
dek3,"9,8","10,0","9,8","9,9","2,0","2,5","2,1","2,1",-,"3,8","4,0","1,9","3,2","3,8",,,,,,
mes,"14,2","13,8","13,4","13,8","1,7","2,4","1,4","1,8",-,"3,3","4,0","2,1","3,1","11,2",,,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,ОКТОБАР,2018,,,,,,,,,,,,
1,"996,7","993,9","995,9","995,5","22,8","10,2","12,6","8,6","12,9","22,3","13,2","15,4",73,46,69,63,,,,
2,"999,8","1003,9","1007,6","1003,8","13,5","10,3","3,2","8,6","11,0","12,4","10,3","11,0",92,80,89,87,,,,
3,"1007,4","1006,6","1008,8","1007,6","20,1","6,1","14,0","2,6","7,6","19,6","11,8","12,7",96,39,71,69,,,,
4,"1013,0","1012,6","1013,5","1013,0","20,4","7,4","13,0","3,0","9,0","19,2","12,0","13,1",80,34,66,60,,,,
5,"1013,2","1010,0","1009,1","1010,8","22,0","8,3","13,7","3,3","10,0","21,6","15,5","15,7",64,29,47,47,,,,
6,"1007,1","1003,6","1001,4","1004,0","26,2","14,2","12,0","12,5","15,0","25,8","18,2","19,3",51,32,46,43,,,,
7,"999,5","998,2","1000,6","999,4","26,3","15,8","10,5","14,1","16,3","25,6","18,4","19,7",53,41,53,49,,,,
8,"1001,9","1002,7","1005,1","1003,2","26,0","13,4","12,6","9,3","15,0","25,6","17,1","18,7",90,44,86,73,,,,
9,"1007,1","1007,1","1008,5","1007,6","25,0","13,0","12,0","8,0","14,4","24,2","17,8","18,6",96,41,56,64,,,,
10,"1009,2","1007,9","1008,0","1008,4","25,0","12,6","12,4","7,3","14,4","24,3","17,2","18,3",66,39,62,56,,,,
11,"1009,0","1007,8","1008,4","1008,4","23,3","13,4","9,9","10,2","13,8","23,0","16,2","17,3",79,40,60,60,,,,
12,"1010,7","1010,6","1012,2","1011,2","24,2","13,7","10,5","9,6","14,3","23,9","17,0","18,1",69,38,58,55,,,,
13,"1012,1","1010,8","1010,4","1011,1","23,5","13,3","10,2","8,0","15,4","23,1","17,3","18,3",60,41,50,50,,,,
14,"1009,4","1007,6","1007,4","1008,1","22,0","12,0","10,0","6,5","13,0","21,0","15,6","16,3",44,26,41,37,,,,
15,"1007,2","1005,7","1006,0","1006,3","23,5","13,2","10,3","10,9","13,7","23,3","17,4","18,0",55,30,40,42,,,,
16,"1007,1","1005,9","1006,3","1006,4","25,7","13,8","11,9","8,8","14,1","24,6","17,1","18,2",59,34,42,45,,,,
17,"1005,9","1003,4","1003,5","1004,3","25,1","12,5","12,6","6,9","14,0","25,0","17,9","18,7",51,30,49,43,,,,
18,"1002,5","1000,9","1001,5","1001,6","24,4","12,9","11,5","8,6","13,9","24,2","17,6","18,3",78,43,62,61,,,,
19,"1003,2","1002,8","1004,6","1003,5","23,0","13,5","9,5","11,5","13,8","22,4","16,6","17,4",72,46,70,63,,,,
20,"1006,8","1007,2","1006,8","1006,9","17,4","13,1","4,3","12,8","13,1","17,0","15,4","15,2",93,80,86,86,,,,
21,"1005,4","1006,5","1008,7","1006,9","15,4","9,8","5,6","8,8","10,5","11,8","9,8","10,5",81,63,84,76,,,,
22,"1008,2","1007,5","1008,1","1007,9","11,8","9,0","2,8","8,6","9,4","11,2","11,0","10,7",90,84,92,89,,,,
23,"1007,8","1004,3","1000,7","1004,3","16,5","9,8","6,7","8,2","10,4","16,2","11,0","12,2",91,60,82,78,,,,
24,"994,3","992,4","999,0","995,2","13,8","7,2","6,6","7,6","11,1","13,0","7,2","9,6",77,69,82,76,,,,
25,"1003,0","1001,4","999,1","1001,2","14,7","5,0","9,7","2,9","5,4","13,3","11,7","10,5",72,51,64,62,,,,
26,"1000,1","998,5","997,5","998,7","21,0","8,8","12,2","4,1","10,6","20,2","17,5","16,5",79,44,50,58,,,,
27,"995,3","993,6","994,5","994,5","26,5","17,3","9,2","14,5","18,8","25,8","21,4","21,9",54,37,45,45,,,,
28,"995,8","995,1","994,5","995,1","23,1","18,1","5,0","14,5","18,4","21,0","21,4","20,6",60,52,56,56,,,,
29,"996,2","996,0","994,9","995,7","25,8","19,8","6,0","18,0","20,2","23,7","21,4","21,7",58,46,54,53,,,,
30,"995,4","997,7","1001,9","998,3","21,9","17,9","4,0","18,5","20,0","20,4","18,0","19,1",62,70,61,64,,,,
31,"1007,7","1007,5","1008,3","1007,8","23,4","10,6","12,8","5,3","10,9","23,4","17,2","17,2",65,38,56,53,,,,
dek1,"1005,5","1004,7","1005,9","1005,3","22,7","11,1","11,6","7,7","12,6","22,1","15,2","16,3",76,43,65,61,,,,
dek2,"1007,4","1006,3","1006,7","1006,8","23,2","13,1","10,1","9,4","13,9","22,8","16,8","17,6",66,41,56,54,,,,
dek3,"1000,8","1000,0","1000,7","1000,5","19,4","12,1","7,3","10,1","13,2","18,2","15,2","15,5",72,56,66,65,,,,
mes,"1004,5","1003,5","1004,3","1004,1","21,7","12,1","9,6","9,1","13,2","20,9","15,7","16,4",71,47,62,60,,,,
1,"10,8","12,4","10,5","11,2",SE,"4,4",SSE,"4,4",SSE,"4,4","4,4",-,5,2,0,"2,3",.,.,.,
2,"12,1","11,6","11,2","11,6",W,"2,4",W,"0,8",WSW,"0,8","1,4",-,10,10,8,"9,3","0,2",.,.,
3,"10,0","8,9","9,9","9,6",SE,"0,8",W,"2,4",C,"0,0","1,1",-,3,3,0,"2,0","2,0",.,.,
4,"9,2","7,6","9,3","8,7",C,"0,0",NNW,"2,4",ENE,"0,8","1,1",-,1,0,0,"0,3",.,.,.,
5,"7,9","7,4","8,3","7,9",SSE,"2,4",ESE,"2,4",SE,"4,4","3,0",-,0,0,0,"0,0",.,.,.,
6,"8,6","10,5","9,6","9,6",SE,"4,4",SE,"4,4",SE,"4,4","4,4",-,3,0,3,"2,0",.,.,.,
7,"9,9","13,6","11,2","11,6",SE,"4,4",ESE,"2,4",SSE,"2,4","3,0",-,3,5,5,"4,3",.,.,.,
8,"15,3","14,4","16,7","15,5",C,"0,0",N,"0,8",WSW,"0,8","0,6",-,0,3,0,"1,0",.,.,.,
9,"15,7","12,5","11,4","13,2",SSW,"0,8",NE,"2,4",SE,"2,4","1,9",-,10,1,0,"3,7",.,.,.,
10,"10,9","11,9","12,2","11,7",SE,"0,8",ESE,"2,4",ESE,"0,8","1,4",-,0,0,0,"0,0",.,.,.,
11,"12,5","11,3","11,1","11,6",SSE,"4,4",E,"2,4",SE,"2,4","3,0",-,2,0,0,"0,7",.,.,.,
12,"11,2","11,2","11,3","11,2",SSE,"2,4",E,"2,4",SE,"0,8","1,9",-,0,0,0,"0,0",.,.,.,
13,"10,5","11,6","9,8","10,6",SE,"2,4",ESE,"4,4",ESE,"4,4","3,7",-,5,0,0,"1,7",.,.,.,
14,"6,5","6,4","7,3","6,7",SE,"2,4",ESE,"2,4",ESE,"2,4","2,4",-,0,4,0,"1,3",.,.,.,
15,"8,6","8,6","7,9","8,4",ESE,"2,4",ESE,"4,4",SE,"2,4","3,0",-,0,0,0,"0,0",.,.,.,
16,"9,5","10,6","8,1","9,4",E,"0,8",SSE,"4,4",SE,"2,4","2,5",-,0,0,0,"0,0",.,.,.,
17,"8,1","9,6","10,1","9,3",SE,"2,4",SE,"2,4",SE,"2,4","2,4",-,3,3,0,"2,0",.,.,.,
18,"12,5","13,1","12,6","12,7",ESE,"0,8",ESE,"2,4",NNE,"0,8","1,4",-,3,4,1,"2,7",.,.,.,
19,"11,4","12,5","13,2","12,4",SSW,"0,8",NNE,"2,4",N,"0,8","1,4",-,7,3,6,"5,3","0,0",.,.,
20,"14,1","15,5","15,1","14,9",WSW,"2,4",W,"2,4",W,"2,4","2,4",-,10,8,8,"8,7","14,0",.,.,
21,"10,3","8,8","10,2","9,8",W,"0,8",NW,"0,8",NNE,"0,8","0,8",-,8,8,10,"8,7","0,0",.,.,
22,"10,6","11,2","12,1","11,3",S,"0,8",NW,"0,8",NNE,"0,8","0,8",-,10,10,8,"9,3","0,3",.,.,
23,"11,4","11,1","10,7","11,1",W,"2,4",WSW,"2,4",WSW,"0,8","1,9",-,10,5,0,"5,0","0,0",.,.,
24,"10,2","10,3","8,3","9,6",WSW,"0,8",NNW,"2,4",W,"2,4","1,9",-,10,10,0,"6,7","0,0",.,.,
25,"6,5","7,8","8,8","7,7",W,"2,4",W,"2,4",SSE,"2,4","2,4",-,0,6,5,"3,7","1,8",.,.,
26,"10,1","10,5","10,1","10,2",SSE,"0,8",SSE,"0,8",S,"2,4","1,4",-,9,0,8,"5,7",.,.,.,
27,"11,8","12,4","11,4","11,9",S,"2,4",S,"4,4",S,"4,4","3,7",-,7,4,4,"5,0",.,.,.,
28,"12,7","13,1","14,2","13,3",S,"4,4",SSE,"6,7",SSE,"4,4","5,1",-,7,10,9,"8,7",.,.,.,
29,"13,8","13,4","13,9","13,7",SSE,"4,4",SSE,"6,7",SE,"4,4","5,1",-,8,8,7,"7,7","0,0",.,.,
30,"14,4","16,7","12,6","14,6",SSE,"4,4",S,"2,4",SW,"0,8","2,5",-,9,9,0,"6,0",.,.,.,
31,"8,5","11,0","11,0","10,2",SE,"0,8",E,"2,4",SE,"2,4","1,9",-,0,0,0,"0,0","0,3",.,.,
dek1,"11,0","11,1","11,0","11,1","2,0","2,5","2,1","2,1",-,"3,5","2,4","1,6","2,5","2,2",,,,,,
dek2,"10,5","11,0","10,7","10,7","2,1","3,0","2,1","2,3",-,"3,0","2,2","1,5","2,2","14,0",,,,,,
dek3,"10,9","11,5","11,2","11,2","2,2","2,9","2,4","2,5",-,"7,1","6,4","4,6","6,0","2,4",,,,,,
mes,"10,8","11,2","11,0","11,0","2,1","2,8","2,2","2,3",-,"4,6","3,7","2,6","3,7","18,6",,,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,НОВЕМБАР,2018,,,,,,,,,,,,
1,"1007,4","1005,9","1006,6","1006,6","26,2","15,4","10,8","8,9","17,8","25,0","17,4","19,4",68,44,76,63,,,,
2,"1007,2","1006,3","1007,3","1006,9","20,1","15,0","5,1","14,0","15,2","19,4","16,2","16,8",84,71,80,78,,,,
3,"1007,6","1006,0","1007,1","1006,9","23,3","15,6","7,7","14,8","15,7","22,0","16,4","17,6",84,48,58,63,,,,
4,"1005,9","1004,4","1004,5","1004,9","21,5","12,2","9,3","9,7","12,7","21,0","14,0","15,4",72,44,55,57,,,,
5,"1003,5","1003,4","1004,8","1003,9","20,6","11,5","9,1","9,5","11,6","20,6","13,0","14,6",73,41,64,59,,,,
6,"1004,9","1003,7","1003,7","1004,1","19,3","9,4","9,9","8,0","10,4","18,8","11,5","13,1",82,46,71,66,,,,
7,"1003,6","1002,5","1004,1","1003,4","19,3","10,7","8,6","9,5","11,1","19,0","11,8","13,4",78,49,71,66,,,,
8,"1005,1","1005,2","1006,5","1005,6","17,4","9,1","8,3","7,6","9,1","17,2","10,2","11,7",79,54,65,66,,,,
9,"1006,0","1003,8","1003,6","1004,5","17,3","5,4","11,9","2,0","5,4","17,0","11,0","11,1",83,53,70,69,,,,
10,"1002,3","1001,2","1002,1","1001,9","18,4","7,3","11,1","2,4","7,7","17,9","10,9","11,9",82,49,66,66,,,,
11,"1003,8","1005,4","1007,8","1005,7","19,7","8,6","11,1","5,6","8,7","18,8","13,3","13,5",75,47,67,63,,,,
12,"1010,4","1010,2","1010,8","1010,5","21,2","8,2","13,0","3,5","8,2","21,2","14,2","14,5",82,40,57,60,,,,
13,"1010,9","1009,5","1010,7","1010,4","18,0","10,5","7,5","8,8","10,6","17,8","10,8","12,5",68,42,73,61,,,,
14,"1012,6","1010,9","1012,0","1011,8","15,6","8,4","7,2","7,3","9,4","14,8","11,4","11,8",90,56,71,72,,,,
15,"1012,5","1010,7","1010,5","1011,2","13,8","4,6","9,2","1,5","4,6","13,0","7,7","8,3",88,52,66,69,,,,
16,"1011,6","1012,3","1012,8","1012,2","9,4","2,7","6,7","-0,7","2,7","9,1","6,2","6,1",87,67,75,76,,,,
17,"1012,4","1013,0","1013,6","1013,0","7,4","1,7","5,7","2,0","3,5","6,2","1,7","3,3",73,56,75,68,,,,
18,"1010,5","1006,0","1001,6","1006,0","3,5","0,9","2,6","-0,6","1,2","3,2","0,9","1,6",90,72,93,85,,,,
19,"998,5","999,6","1001,9","1000,0","5,5","0,7","4,8","0,4","1,0","5,0","2,0","2,5",91,68,85,81,,,,
20,"995,5","994,2","996,4","995,4","5,4","1,6","3,8","1,5","4,2","4,4","3,5","3,9",88,88,89,88,,,,
21,"999,0","1001,4","1004,0","1001,5","4,8","3,2","1,6","3,2","3,7","4,7","4,2","4,2",80,90,91,87,,,,
22,"1005,6","1006,8","1008,2","1006,9","6,6","3,0","3,6","1,4","3,0","6,3","4,0","4,3",89,74,85,83,,,,
23,"1010,0","1010,3","1010,3","1010,2","7,2","3,2","4,0","1,7","3,9","6,6","5,1","5,2",85,81,87,84,,,,
24,"1005,0","1003,1","1002,0","1003,4","10,5","4,0","6,5","3,6","4,6","10,3","7,2","7,3",87,71,84,81,,,,
25,"997,7","994,2","988,0","993,3","11,6","7,1","4,5","5,5","8,8","11,3","9,2","9,6",79,89,87,85,,,,
26,"981,9","983,7","987,6","984,4","12,7","7,4","5,3","6,8","10,3","11,8","9,4","10,2",88,87,93,89,,,,
27,"991,1","992,6","996,1","993,3","9,4","2,8","6,6","7,1","7,5","6,4","2,8","4,9",93,86,94,91,,,,
28,"1002,5","1006,7","1011,5","1006,9","2,8","-0,2","3,0","0,1","-0,2","0,6","0,8","0,5",96,93,93,94,,,,
29,"1016,3","1016,1","1017,0","1016,5","2,8","-3,4","6,2","0,6","0,7","2,3","-3,4","-1,0",88,51,66,68,,,,
30,"1013,4","1009,0","1007,1","1009,8","0,4","-5,4","5,8","-7,3","-5,3","-0,2","-4,9","-3,8",79,55,76,70,,,,
dek1,"1005,4","1004,2","1005,0","1004,9","20,3","11,2","9,2","8,6","11,7","19,8","13,2","14,5",79,50,68,65,,,,
dek2,"1007,9","1007,2","1007,8","1007,6","12,0","4,8","7,2","2,9","5,4","11,4","7,2","7,8",83,59,75,72,,,,
dek3,"1002,3","1002,4","1003,2","1002,6","6,9","2,2","4,7","2,3","3,7","6,0","3,4","4,1",86,78,86,83,,,,
mes,"1005,2","1004,6","1005,3","1005,0","13,1","6,0","7,0","4,6","6,9","12,4","8,0","8,8",83,62,76,74,,,,
1,"13,8","14,0","15,1","14,3",SE,"2,4",SSE,"2,4",SSE,"2,4","2,4",-,6,10,6,"7,3",.,.,.,
2,"14,5","16,1","14,7","15,1",SE,"4,4",SE,"4,4",SE,"4,4","4,4",-,9,10,10,"9,7","1,6",.,.,
3,"15,0","12,7","10,8","12,8",SE,"4,4",ESE,"4,4",SSE,"4,4","4,4",-,9,5,0,"4,7","0,0",.,.,
4,"10,6","11,0","8,7","10,1",SE,"2,4",ESE,"2,4",SSE,"4,4","3,0",-,1,5,0,"2,0",.,.,.,
5,"10,0","10,1","9,5","9,9",SSE,"4,4",SSE,"4,4",SE,"4,4","4,4",-,5,4,0,"3,0",.,.,.,
6,"10,4","10,0","9,7","10,0",SE,"4,4",ESE,"4,4",SE,"6,7","5,1",-,6,0,0,"2,0",.,.,.,
7,"10,4","10,8","9,9","10,4",SE,"6,7",SE,"6,7",SE,"4,4","5,9",-,0,4,0,"1,3",.,.,.,
8,"9,2","10,5","8,2","9,3",SE,"4,4",E,"2,4",SE,"2,4","3,0",-,0,0,0,"0,0",.,.,.,
9,"7,5","10,2","9,2","9,0",SSE,"0,8",S,"0,8",ESE,"2,4","1,4",-,0,0,0,"0,0",.,.,.,
10,"8,6","10,1","8,7","9,1",SE,"2,4",ENE,"0,8",SSE,"2,4","1,9",-,3,4,0,"2,3",.,.,.,
11,"8,5","10,1","10,2","9,6",SE,"2,4",W,"0,8",SE,"2,4","1,9",-,0,0,0,"0,0",.,.,.,
12,"8,9","10,1","9,3","9,4",SE,"0,8",ESE,"2,4",SSE,"2,4","1,9",-,0,3,0,"1,0",.,.,.,
13,"8,7","8,6","9,4","8,9",SE,"4,4",SE,"4,4",SE,"4,4","4,4",-,0,1,4,"1,7",.,.,.,
14,"10,6","9,5","9,6","9,9",W,"2,4",NNW,"2,4",W,"0,8","1,9",-,9,6,5,"6,7",.,.,.,
15,"7,5","7,8","6,9","7,4",W,"2,4",N,"2,4",W,"0,8","1,9",-,5,3,0,"2,7",.,.,.,
16,"6,5","7,8","7,2","7,2",NE,"0,8",E,"2,4",SE,"2,4","1,9",-,4,9,5,"6,0",.,.,.,
17,"5,7","5,3","5,2","5,4",ESE,"4,4",ESE,"4,4",ESE,"4,4","4,4",-,4,5,1,"3,3",.,.,.,
18,"6,0","5,6","6,1","5,9",E,"2,4",ENE,"2,4",ESE,"2,4","2,4",-,10,10,10,"10,0","0,3",.,0,
19,"6,0","5,9","6,0","6,0",SE,"2,4",SE,"2,4",SE,"0,8","1,9",-,10,8,6,"8,0","6,4",.,0,
20,"7,3","7,4","7,0","7,2",E,"4,4",SE,"6,7",SE,"6,7","5,9",-,10,10,10,"10,0","0,3",.,.,
21,"6,4","7,7","7,5","7,2",ESE,"2,4",SE,"2,4",ESE,"0,8","1,9",-,10,10,10,"10,0","10,2",.,.,
22,"6,7","7,1","6,9","6,9",ESE,"2,4",ESE,"2,4",SE,"2,4","2,4",-,5,9,7,"7,0","1,5",.,.,
23,"6,9","7,9","7,6","7,5",ESE,"0,8",SE,"2,4",SSE,"2,4","1,9",-,9,10,10,"9,7",.,.,.,
24,"7,4","8,9","8,6","8,3",SE,"4,4",SE,"2,4",ESE,"2,4","3,0",-,6,10,7,"7,7",.,.,.,
25,"9,0","11,9","10,1","10,3",ESE,"2,4",SE,"2,4",SE,"6,7","3,8",-,8,10,10,"9,3","0,0",.,.,
26,"11,1","12,0","10,9","11,3",SE,"4,4",SW,"0,8",WSW,"0,8","2,0",-,10,6,10,"8,7","4,3",.,.,
27,"9,7","8,3","7,0","8,3",NW,"2,4",NNE,"2,4",NNE,"2,4","2,4",-,10,10,10,"10,0","3,6",.,.,
28,"5,8","5,9","6,0","5,9",NW,"0,8",W,"2,4",W,"2,4","1,9",-,10,10,10,"10,0","4,8",1,1,
29,"5,6","3,7","3,2","4,2",SE,"2,4",SE,"4,4",ESE,"4,4","3,7",-,10,1,0,"3,7","2,3",.,0,
30,"3,3","3,3","3,2","3,3",SE,"2,4",E,"2,4",SSE,"4,4","3,0",-,0,0,0,"0,0",.,.,.,
dek1,"11,0","11,6","10,5","11,0","3,7","3,3","3,8","3,5",-,"3,9","4,2","1,6","3,2","1,6",,,,,,
dek2,"7,6","7,8","7,7","7,7","2,7","3,1","2,7","2,8",-,"5,2","5,5","4,1","4,9","7,0",,,,,,
dek3,"7,2","7,7","7,1","7,3","2,5","2,4","2,9","2,6",-,"7,8","7,6","7,4","7,6","26,7",,,,,,
mes,"8,6","9,0","8,4","8,7","2,9","2,9","3,2","3,0",-,"5,6","5,8","4,4","5,3","35,3",,,,,,
Д,Напон,водене,паре,Правац,и,брзина,ветра,Инсо-,Облачност,Пада-,Снег,Појаве,,,,,,,,
а,(mb),(m/s),лација,у,десетинама,вине,(сm),,,,,,,,,,,,,
н,07,14,21,ср.,07,14,21,ср.,(h),07,14,21,ср.,(mm),У,Н,,,,
Д,Ваздушни,притисак,у,mb,Температура,ваздуха,у,°,C,Релативна,влажност,,,,,,,,,
а,Екстреми,мин,Терминске,Термини,,,,,,,,,,,,,,,,
н,07,14,21,ср.,мах,мин,амп,5сm,07,14,21,ср.,07,14,21,ср.,,,,
БЕОГРАД,ширина,"44°48',",дужина,"20°28',",висина,132m,ДЕЦЕМБАР,2018,,,,,,,,,,,,
1,"1005,9","1006,7","1008,2","1006,9","1,5","-5,6","7,1","-7,3","-5,3","0,8","0,3","-1,0",84,67,76,76,,,,
2,"1006,6","1002,7","1001,2","1003,5","10,1","-1,0","11,1","-4,1","-0,9","9,7","5,5","5,0",83,58,71,71,,,,
3,"999,2","998,0","997,8","998,3","11,3","4,0","7,3","2,4","4,1","11,2","9,2","8,4",75,63,77,72,,,,
4,"996,3","997,9","1002,2","998,8","11,9","7,8","4,1","5,4","8,2","9,0","8,8","8,7",84,89,96,90,,,,
5,"1009,6","1011,6","1013,4","1011,5","8,8","2,9","5,9","3,0","4,1","6,0","2,9","4,0",85,65,83,78,,,,
6,"1011,1","1009,8","1010,1","1010,3","6,6","-1,1","7,7","-5,4","-1,1","5,3","1,2","1,7",92,60,78,77,,,,
7,"1008,8","1004,9","999,9","1004,5","6,8","-1,4","8,2","-5,4","0,3","5,4","5,0","3,9",81,72,61,71,,,,
8,"995,2","995,3","998,8","996,4","9,5","4,8","4,7","1,4","7,4","6,0","6,2","6,5",55,89,86,77,,,,
